member_code,year,month,planned_hours,actual_hours,note
M183,2024,4,163,180,
M184,2024,4,163,156,
M185,2024,4,171,189,
M186,2024,4,186,178,
M187,2024,4,166,176,
M188,2024,4,159,173,
M189,2024,4,183,208,顧客打合せ
M190,2024,4,174,171,
M191,2024,4,183,200,
M192,2024,4,184,172,
M193,2024,4,159,168,
M194,2024,4,177,163,
M195,2024,4,180,182,
M196,2024,4,161,169,
M197,2024,4,188,206,
M198,2024,4,182,176,
M199,2024,4,163,172,
M200,2024,4,160,156,
M001,2024,5,167,171,
M002,2024,5,193,199,
M003,2024,5,179,179,
M004,2024,5,189,173,
M005,2024,5,193,201,
M006,2024,5,171,168,
M007,2024,5,188,179,
M008,2024,5,174,,
M009,2024,5,166,179,
M010,2024,5,196,216,
M011,2024,5,172,165,
M012,2024,5,194,195,
M013,2024,5,179,188,
M014,2024,5,183,171,
M015,2024,5,188,183,
M016,2024,5,192,203,
M017,2024,5,,208,
M018,2024,5,188,186,
M019,2024,5,177,169,
M020,2024,5,174,191,
M021,2024,5,170,162,
M022,2024,5,178,198,
M023,2024,5,181,201,
M024,2024,5,185,197,
M025,2024,5,197,206,
M026,2024,5,174,161,
M027,2024,5,175,159,
M028,2024,5,177,184,
M029,2024,5,188,214,
M030,2024,5,197,221,
M031,2024,5,188,189,
M032,2024,5,197,188,
M033,2024,5,182,193,
M034,2024,5,187,179,
M036,2024,5,165,,引継ぎ作業
M037,2024,5,167,155,
M038,2024,5,195,202,
M039,2024,5,175,167,
M040,2024,5,197,218,
M041,2024,5,195,214,
M042,2024,5,165,181,
M043,2024,5,190,208,勉強会・研修
M044,2024,5,184,205,
M045,2024,5,183,188,
M046,2024,5,182,173,
M047,2024,5,166,187,
M048,2024,5,,176,
M049,2024,5,193,195,
M050,2024,5,184,176,
M051,2024,5,175,171,
M052,2024,5,176,200,
M053,2024,5,176,173,
M054,2024,5,163,159,
M055,2024,5,196,206,
M056,2024,5,184,205,引継ぎ作業
M057,2024,5,163,177,
M058,2024,5,187,203,
M059,2024,5,185,186,
M060,2024,5,169,189,
M061,2024,5,184,206,
M062,2024,5,186,191,
M063,2024,5,189,212,
M064,2024,5,183,174,
M065,2024,5,181,182,詳細設計
M067,2024,5,179,171,引継ぎ作業
M068,2024,5,172,184,
M069,2024,5,187,173,
M070,2024,5,196,200,
M071,2024,5,196,,
M072,2024,5,168,172,プロジェクトB対応
M073,2024,5,176,174,
M074,2024,5,172,193,
M075,2024,5,183,195,
M076,2024,5,,,詳細設計
M077,2024,5,175,197,
M078,2024,5,183,169,
M079,2024,5,179,192,
M080,2024,5,169,174,
M081,2024,5,185,186,
M082,2024,5,162,160,
M083,2024,5,173,188,
M084,2024,5,192,217,
M085,2024,5,167,177,
M086,2024,5,173,178,
M087,2024,5,162,161,
M088,2024,5,192,198,
M089,2024,5,192,209,
M090,2024,5,169,158,
M091,2024,5,182,195,
M092,2024,5,171,184,
M093,2024,5,182,176,
M094,2024,5,174,173,
M095,2024,5,192,197,
M096,2024,5,181,178,
M097,2024,5,179,200,
M098,2024,5,186,207,
M100,2024,5,174,196,
M101,2024,5,186,180,
M102,2024,5,170,166,
M103,2024,5,177,164,要件定義作業
M104,2024,5,180,163,
M105,2024,5,176,168,
M106,2024,5,177,170,
M107,2024,5,182,188,
M108,2024,5,176,163,
M109,2024,5,,163,
M110,2024,5,194,196,社内会議
M111,2024,5,167,172,開発作業
M112,2024,5,185,201,
M113,2024,5,191,210,
M114,2024,5,169,166,
M115,2024,5,165,173,
M116,2024,5,193,210,
M117,2024,5,174,178,
M118,2024,5,189,181,
M119,2024,5,162,173,
M120,2024,5,194,202,
M121,2024,5,169,159,
M122,2024,5,190,193,
M123,2024,5,192,204,
M124,2024,5,189,202,
M125,2024,5,192,179,
M126,2024,5,195,203,
M127,2024,5,180,185,
M128,2024,5,187,203,
M129,2024,5,176,187,
M130,2024,5,163,180,
M131,2024,5,181,173,
M133,2024,5,179,167,
M134,2024,5,191,204,プロジェクトB対応
M135,2024,5,195,220,
M136,2024,5,167,175,
M137,2024,5,165,158,
M138,2024,5,166,152,
M139,2024,5,184,177,
M140,2024,5,162,,
M141,2024,5,189,201,
M142,2024,5,180,184,
M143,2024,5,186,212,
M144,2024,5,182,188,
M145,2024,5,180,194,
M146,2024,5,175,175,
M147,2024,5,170,157,
M148,2024,5,184,188,
M149,2024,5,180,169,
M150,2024,5,,219,
M151,2024,5,170,167,
M152,2024,5,186,200,
M153,2024,5,169,169,
M154,2024,5,188,190,
M155,2024,5,177,191,
M156,2024,5,173,158,
M157,2024,5,176,187,
M158,2024,5,192,178,
M159,2024,5,165,172,
M160,2024,5,171,159,
M161,2024,5,168,168,
M162,2024,5,192,196,
M163,2024,5,176,199,勉強会・研修
M164,2024,5,182,172,
M165,2024,5,166,156,
M166,2024,5,171,175,
M167,2024,5,173,190,
M168,2024,5,194,205,
M169,2024,5,166,184,
M170,2024,5,164,167,
M172,2024,5,166,153,
M173,2024,5,186,,
M174,2024,5,176,164,
M175,2024,5,189,206,
M176,2024,5,172,170,
M177,2024,5,170,191,
M178,2024,5,172,165,
M179,2024,5,191,186,
M180,2024,5,168,164,
M181,2024,5,184,188,
M182,2024,5,163,173,
M183,2024,5,169,168,
M184,2024,5,177,,
M185,2024,5,172,183,
M186,2024,5,165,149,
M187,2024,5,166,155,
M188,2024,5,162,157,
M189,2024,5,184,206,
M190,2024,5,168,162,詳細設計
M191,2024,5,182,203,
M192,2024,5,182,187,
M193,2024,5,173,,
M194,2024,5,183,186,
M195,2024,5,192,184,テスト作業
M196,2024,5,171,162,顧客打合せ
M197,2024,5,166,181,
M198,2024,5,196,187,
M199,2024,5,178,185,テスト作業
M200,2024,5,173,177,
M001,2024,6,156,165,
M002,2024,6,169,167,
M003,2024,6,181,193,
M004,2024,6,168,179,
M005,2024,6,167,169,
M006,2024,6,185,179,
M007,2024,6,173,186,
M008,2024,6,182,203,
M009,2024,6,179,180,
M010,2024,6,164,150,
M011,2024,6,164,155,
M012,2024,6,179,173,
M013,2024,6,171,179,
M014,2024,6,176,189,
M015,2024,6,180,201,
M016,2024,6,186,194,
M017,2024,6,175,174,
M018,2024,6,167,159,
M019,2024,6,159,161,
M020,2024,6,161,183,
M021,2024,6,175,158,
M022,2024,6,170,166,
M023,2024,6,170,179,
M024,2024,6,162,146,
M025,2024,6,162,160,
M026,2024,6,168,161,
M027,2024,6,160,171,
M028,2024,6,182,,
M029,2024,6,158,147,
M030,2024,6,162,148,
M031,2024,6,171,163,
M032,2024,6,157,157,障害対応
M033,2024,6,182,187,
M034,2024,6,184,209,
M036,2024,6,178,177,
M037,2024,6,178,170,
M038,2024,6,171,185,プロジェクトA対応
M039,2024,6,174,194,
M040,2024,6,174,197,
M041,2024,6,159,148,
M042,2024,6,163,182,
M043,2024,6,160,162,障害対応
M044,2024,6,162,181,
M045,2024,6,184,194,
M046,2024,6,176,181,
M047,2024,6,181,177,
M048,2024,6,173,193,
M049,2024,6,188,178,
M050,2024,6,165,187,
M051,2024,6,166,184,
M052,2024,6,183,181,
M053,2024,6,178,189,
M054,2024,6,174,184,
M055,2024,6,165,155,
M056,2024,6,163,163,
M057,2024,6,175,179,
M058,2024,6,184,166,
M059,2024,6,188,188,
M060,2024,6,167,168,
M061,2024,6,166,177,
M062,2024,6,183,201,
M063,2024,6,181,187,
M064,2024,6,155,162,
M065,2024,6,166,187,
M067,2024,6,161,182,
M068,2024,6,187,,
M069,2024,6,175,162,
M070,2024,6,171,176,
M071,2024,6,169,185,
M072,2024,6,187,186,
M073,2024,6,166,150,
M074,2024,6,179,193,
M075,2024,6,155,143,
M076,2024,6,185,180,コードレビュー
M077,2024,6,,167,
M078,2024,6,155,151,
M079,2024,6,183,166,
M080,2024,6,160,175,
M081,2024,6,176,179,ドキュメント作成
M082,2024,6,161,,テスト作業
M083,2024,6,159,145,
M084,2024,6,155,162,
M085,2024,6,175,198,
M086,2024,6,161,155,
M087,2024,6,167,160,
M088,2024,6,165,149,
M089,2024,6,161,179,
M090,2024,6,188,192,
M091,2024,6,180,205,
M092,2024,6,180,188,
M093,2024,6,163,,
M094,2024,6,172,188,
M095,2024,6,166,176,
M096,2024,6,163,158,
M097,2024,6,188,197,
M098,2024,6,159,158,
M100,2024,6,176,169,
M101,2024,6,160,145,
M102,2024,6,164,184,
M103,2024,6,166,187,
M104,2024,6,167,167,
M105,2024,6,159,173,
M106,2024,6,187,199,
M107,2024,6,181,196,
M108,2024,6,175,158,
M109,2024,6,174,185,
M110,2024,6,166,178,勉強会・研修
M111,2024,6,165,160,
M112,2024,6,174,166,
M113,2024,6,157,151,
M114,2024,6,184,177,
M115,2024,6,156,149,
M116,2024,6,160,182,
M117,2024,6,163,178,
M118,2024,6,181,177,
M119,2024,6,182,190,
M120,2024,6,177,166,
M121,2024,6,177,198,
M122,2024,6,180,171,
M123,2024,6,,209,
M124,2024,6,,199,
M125,2024,6,165,179,
M126,2024,6,158,168,
M127,2024,6,180,198,
M128,2024,6,174,167,
M129,2024,6,,170,
M130,2024,6,,199,要件定義作業
M131,2024,6,177,166,
M133,2024,6,161,150,
M134,2024,6,184,196,
M135,2024,6,178,170,
M136,2024,6,167,167,
M137,2024,6,175,193,
M138,2024,6,168,167,
M139,2024,6,179,166,
M140,2024,6,168,187,
M141,2024,6,181,186,
M142,2024,6,172,195,
M143,2024,6,188,202,
M144,2024,6,169,,
M145,2024,6,157,155,
M146,2024,6,168,168,
M147,2024,6,166,163,基本設計
M148,2024,6,186,174,
M149,2024,6,171,184,
M150,2024,6,178,181,
M151,2024,6,172,176,
M152,2024,6,171,159,
M153,2024,6,164,184,
M154,2024,6,178,,
M155,2024,6,183,202,
M156,2024,6,171,171,
M157,2024,6,159,176,
M158,2024,6,180,202,
M159,2024,6,171,169,
M160,2024,6,187,198,
M161,2024,6,155,176,
M162,2024,6,181,180,
M163,2024,6,184,,
M164,2024,6,175,166,
M165,2024,6,167,182,
M166,2024,6,159,151,
M167,2024,6,173,182,
M168,2024,6,177,169,
M169,2024,6,157,164,
M170,2024,6,168,161,障害対応
M172,2024,6,,158,
M173,2024,6,171,186,
M174,2024,6,175,174,
M175,2024,6,163,169,
M176,2024,6,188,170,
M177,2024,6,172,174,
M178,2024,6,167,151,
M179,2024,6,166,188,
M180,2024,6,157,150,
M181,2024,6,168,187,
M182,2024,6,172,187,
M183,2024,6,163,184,
M184,2024,6,180,190,
M185,2024,6,168,155,勉強会・研修
M186,2024,6,170,156,
M187,2024,6,167,,
M188,2024,6,162,155,
M189,2024,6,175,162,
M190,2024,6,165,173,
M191,2024,6,169,190,テスト作業
M192,2024,6,157,168,
M193,2024,6,174,173,
M194,2024,6,178,171,
M195,2024,6,183,201,
M196,2024,6,166,181,
M197,2024,6,188,180,詳細設計
M198,2024,6,183,184,
M199,2024,6,159,158,
M200,2024,6,177,188,要件定義作業
M001,2024,7,,187,
M002,2024,7,189,177,
M003,2024,7,190,210,
M004,2024,7,176,170,
M005,2024,7,185,194,
M006,2024,7,177,193,
M007,2024,7,164,185,
M008,2024,7,172,191,
M009,2024,7,172,175,
M010,2024,7,195,185,
M011,2024,7,172,191,社内会議
M012,2024,7,175,175,
M013,2024,7,182,198,
M014,2024,7,185,189,
M015,2024,7,174,160,
M016,2024,7,177,175,
M017,2024,7,171,184,
M018,2024,7,190,183,
M019,2024,7,181,197,
M020,2024,7,169,163,
M021,2024,7,179,167,開発作業
M022,2024,7,187,194,
M023,2024,7,170,171,
M024,2024,7,192,189,
M025,2024,7,194,,
M026,2024,7,186,195,
M027,2024,7,176,169,
M028,2024,7,196,182,
M029,2024,7,163,157,
M030,2024,7,188,188,
M031,2024,7,179,203,
M032,2024,7,178,172,
M033,2024,7,191,214,
M034,2024,7,185,199,
M036,2024,7,178,195,
M037,2024,7,169,156,
M038,2024,7,172,180,
M039,2024,7,162,178,
M040,2024,7,166,168,
M041,2024,7,167,163,
M042,2024,7,162,183,
M043,2024,7,164,179,
M044,2024,7,190,187,
M045,2024,7,167,174,
M046,2024,7,,152,
M047,2024,7,174,170,
M048,2024,7,179,168,
M049,2024,7,183,179,
M050,2024,7,166,178,
M051,2024,7,185,170,
M052,2024,7,196,222,
M053,2024,7,179,181,
M054,2024,7,,176,
M055,2024,7,173,169,
M056,2024,7,180,163,
M057,2024,7,193,174,
M058,2024,7,177,170,
M059,2024,7,188,182,
M060,2024,7,191,198,
M061,2024,7,192,173,
M062,2024,7,181,205,
M063,2024,7,185,172,
M064,2024,7,182,168,
M065,2024,7,191,200,
M067,2024,7,181,170,
M068,2024,7,180,187,
M069,2024,7,175,177,
M070,2024,7,171,180,
M071,2024,7,192,215,基本設計
M072,2024,7,173,189,
M073,2024,7,188,194,
M074,2024,7,189,198,
M075,2024,7,181,187,
M076,2024,7,189,198,
M077,2024,7,181,200,開発作業
M078,2024,7,181,175,勉強会・研修
M079,2024,7,197,218,
M080,2024,7,162,161,
M081,2024,7,192,176,
M082,2024,7,181,202,
M083,2024,7,186,171,
M084,2024,7,171,190,障害対応
M085,2024,7,169,189,
M086,2024,7,197,,
M087,2024,7,193,203,
M088,2024,7,164,153,
M089,2024,7,183,170,
M090,2024,7,170,181,
M091,2024,7,173,178,
M092,2024,7,169,167,
M093,2024,7,183,204,
M094,2024,7,165,154,テスト作業
M095,2024,7,190,207,
M096,2024,7,176,199,
M097,2024,7,162,154,
M098,2024,7,196,217,
M100,2024,7,191,185,
M101,2024,7,186,186,
M102,2024,7,187,196,
M103,2024,7,169,171,
M104,2024,7,185,203,
M105,2024,7,176,194,
M106,2024,7,175,191,
M107,2024,7,196,182,
M108,2024,7,164,162,
M109,2024,7,165,158,
M110,2024,7,171,155,
M111,2024,7,174,188,
M112,2024,7,174,163,
M113,2024,7,188,179,
M114,2024,7,190,207,
M115,2024,7,181,172,
M116,2024,7,176,178,
M117,2024,7,188,197,
M118,2024,7,,195,
M119,2024,7,186,205,
M120,2024,7,192,188,
M121,2024,7,193,219,
M122,2024,7,168,161,
M123,2024,7,180,202,
M124,2024,7,169,167,
M125,2024,7,167,180,
M126,2024,7,194,178,
M127,2024,7,181,198,
M128,2024,7,177,175,
M129,2024,7,168,167,
M130,2024,7,162,162,
M131,2024,7,192,207,
M133,2024,7,179,194,
M134,2024,7,,193,
M135,2024,7,177,199,
M136,2024,7,192,,
M137,2024,7,162,150,
M138,2024,7,194,175,
M139,2024,7,177,172,
M140,2024,7,171,177,開発作業
M141,2024,7,189,176,コードレビュー
M142,2024,7,192,,
M143,2024,7,163,166,
M144,2024,7,171,189,障害対応
M145,2024,7,196,188,
M146,2024,7,185,207,
M147,2024,7,165,166,
M148,2024,7,180,191,テスト作業
M149,2024,7,196,217,
M150,2024,7,178,163,
M151,2024,7,165,178,
M152,2024,7,168,180,
M153,2024,7,162,180,
M154,2024,7,168,152,
M155,2024,7,196,198,
M156,2024,7,181,178,
M157,2024,7,194,189,
M158,2024,7,189,176,
M159,2024,7,175,175,
M160,2024,7,178,195,
M161,2024,7,175,191,
M162,2024,7,175,185,
M163,2024,7,176,194,
M164,2024,7,178,201,
M165,2024,7,196,186,
M166,2024,7,193,216,
M167,2024,7,186,179,
M168,2024,7,187,169,
M169,2024,7,176,163,
M170,2024,7,164,159,
M172,2024,7,164,159,
M173,2024,7,,182,
M174,2024,7,197,183,
M175,2024,7,176,170,
M176,2024,7,180,186,
M177,2024,7,178,170,
M178,2024,7,192,174,
M179,2024,7,,202,
M180,2024,7,167,173,
M181,2024,7,164,185,障害対応
M182,2024,7,176,199,社内会議
M183,2024,7,,180,
M184,2024,7,196,185,
M185,2024,7,175,162,
M186,2024,7,172,158,
M187,2024,7,173,166,
M188,2024,7,166,157,
M189,2024,7,197,218,
M190,2024,7,180,182,顧客打合せ
M191,2024,7,189,175,
M192,2024,7,175,171,
M193,2024,7,184,168,
M194,2024,7,177,178,
M195,2024,7,162,172,
M196,2024,7,189,214,
M197,2024,7,187,182,
M198,2024,7,168,169,
M199,2024,7,188,186,
M200,2024,7,170,179,
M001,2024,8,175,193,
M002,2024,8,192,195,
M003,2024,8,169,178,
M004,2024,8,189,171,要件定義作業
M005,2024,8,184,168,
M006,2024,8,186,181,
M007,2024,8,169,179,
M008,2024,8,164,164,
M009,2024,8,163,163,
M010,2024,8,184,192,勉強会・研修
M011,2024,8,,201,
M012,2024,8,193,179,
M013,2024,8,185,180,
M014,2024,8,183,190,
M015,2024,8,175,169,
M016,2024,8,191,216,
M017,2024,8,195,191,
M018,2024,8,195,197,
M019,2024,8,166,163,
M020,2024,8,167,151,
M021,2024,8,177,166,
M022,2024,8,197,218,
M023,2024,8,169,176,プロジェクトA対応
M024,2024,8,191,184,
M025,2024,8,169,187,
M026,2024,8,170,177,コードレビュー
M027,2024,8,193,206,障害対応
M028,2024,8,180,188,
M029,2024,8,180,165,
M030,2024,8,178,187,
M031,2024,8,197,196,
M032,2024,8,196,188,
M033,2024,8,,197,
M034,2024,8,192,186,
M036,2024,8,171,157,
M037,2024,8,183,185,
M038,2024,8,181,199,
M039,2024,8,196,183,
M040,2024,8,192,208,
M041,2024,8,184,199,
M042,2024,8,184,208,
M043,2024,8,,167,
M044,2024,8,192,184,
M045,2024,8,191,192,プロジェクトA対応
M046,2024,8,174,165,
M047,2024,8,194,204,
M048,2024,8,,179,
M049,2024,8,169,175,
M050,2024,8,166,169,
M051,2024,8,175,,
M052,2024,8,185,189,
M053,2024,8,166,182,
M054,2024,8,171,193,
M055,2024,8,166,182,
M056,2024,8,170,175,
M057,2024,8,177,,
M058,2024,8,184,184,
M059,2024,8,182,181,詳細設計
M060,2024,8,167,173,
M061,2024,8,163,163,
M062,2024,8,191,206,
M063,2024,8,187,202,
M064,2024,8,173,192,
M065,2024,8,197,200,
M067,2024,8,188,192,
M068,2024,8,165,160,
M069,2024,8,172,189,
M070,2024,8,183,193,
M071,2024,8,170,176,
M072,2024,8,196,196,
M073,2024,8,163,169,
M074,2024,8,171,175,
M075,2024,8,165,177,
M076,2024,8,190,209,
M077,2024,8,188,187,
M078,2024,8,176,171,
M079,2024,8,169,175,
M080,2024,8,175,175,
M081,2024,8,173,159,
M082,2024,8,175,184,
M083,2024,8,167,159,
M084,2024,8,196,199,
M085,2024,8,192,197,
M086,2024,8,196,184,
M087,2024,8,190,181,
M088,2024,8,169,153,
M089,2024,8,176,174,
M090,2024,8,183,171,
M091,2024,8,183,208,
M092,2024,8,186,204,
M093,2024,8,176,168,
M094,2024,8,176,162,
M095,2024,8,177,196,
M096,2024,8,188,189,
M097,2024,8,173,194,
M098,2024,8,170,160,
M100,2024,8,196,203,
M101,2024,8,190,189,
M102,2024,8,,175,詳細設計
M103,2024,8,195,187,ドキュメント作成
M104,2024,8,162,158,
M105,2024,8,181,190,
M106,2024,8,164,158,
M107,2024,8,187,185,
M108,2024,8,197,189,
M109,2024,8,181,182,
M110,2024,8,191,210,
M111,2024,8,187,186,
M112,2024,8,175,177,
M113,2024,8,170,167,
M114,2024,8,182,192,
M115,2024,8,177,189,
M116,2024,8,169,188,
M117,2024,8,177,180,
M118,2024,8,164,182,
M119,2024,8,178,164,
M120,2024,8,169,179,
M121,2024,8,194,185,
M122,2024,8,165,159,
M123,2024,8,190,188,
M124,2024,8,192,215,
M125,2024,8,175,194,
M126,2024,8,189,200,
M127,2024,8,184,204,
M128,2024,8,173,193,
M129,2024,8,185,,
M130,2024,8,176,197,
M131,2024,8,194,200,
M133,2024,8,195,197,
M134,2024,8,194,176,
M135,2024,8,167,160,
M136,2024,8,169,154,
M137,2024,8,165,168,
M138,2024,8,180,197,
M139,2024,8,168,153,
M140,2024,8,196,179,
M141,2024,8,167,188,顧客打合せ
M142,2024,8,196,183,
M143,2024,8,194,217,
M144,2024,8,183,190,
M145,2024,8,189,200,
M146,2024,8,194,190,
M147,2024,8,181,180,
M148,2024,8,169,186,
M149,2024,8,173,188,
M150,2024,8,165,151,障害対応
M151,2024,8,183,170,
M152,2024,8,186,190,
M153,2024,8,191,203,
M154,2024,8,169,177,
M155,2024,8,190,189,
M156,2024,8,176,189,
M157,2024,8,182,182,
M158,2024,8,191,176,
M159,2024,8,192,194,
M160,2024,8,184,196,
M161,2024,8,177,189,詳細設計
M162,2024,8,162,146,
M163,2024,8,167,186,
M164,2024,8,162,174,リリース対応
M165,2024,8,172,166,
M166,2024,8,166,156,
M167,2024,8,186,,
M168,2024,8,168,187,
M169,2024,8,192,191,
M170,2024,8,175,191,テスト作業
M172,2024,8,167,183,
M173,2024,8,162,148,
M174,2024,8,192,180,
M175,2024,8,181,195,
M176,2024,8,197,178,要件定義作業
M177,2024,8,163,147,
M178,2024,8,193,220,
M179,2024,8,184,207,
M180,2024,8,162,179,
M181,2024,8,168,164,
M182,2024,8,192,179,
M183,2024,8,,205,
M184,2024,8,172,164,顧客打合せ
M185,2024,8,167,179,
M186,2024,8,193,220,
M187,2024,8,191,194,
M188,2024,8,194,205,
M189,2024,8,177,182,
M190,2024,8,186,168,
M191,2024,8,177,200,
M192,2024,8,184,193,
M193,2024,8,187,178,
M194,2024,8,173,182,
M195,2024,8,,172,
M196,2024,8,181,206,
M197,2024,8,181,205,
M198,2024,8,,,
M199,2024,8,167,157,
M200,2024,8,197,206,
M001,2024,9,171,158,
M002,2024,9,162,165,
M003,2024,9,156,170,テスト作業
M004,2024,9,185,206,
M005,2024,9,174,170,
M006,2024,9,166,185,詳細設計
M007,2024,9,172,177,
M008,2024,9,178,190,
M009,2024,9,162,154,
M010,2024,9,165,159,
M011,2024,9,160,163,
M012,2024,9,178,199,
M013,2024,9,160,153,勉強会・研修
M014,2024,9,169,166,
M015,2024,9,175,162,
M016,2024,9,165,169,詳細設計
M017,2024,9,163,171,
M018,2024,9,187,176,
M019,2024,9,182,191,
M020,2024,9,188,176,
M021,2024,9,177,193,
M022,2024,9,175,168,
M023,2024,9,187,183,
M024,2024,9,186,190,障害対応
M025,2024,9,176,179,
M026,2024,9,188,209,
M027,2024,9,180,182,
M028,2024,9,,166,
M029,2024,9,171,183,
M030,2024,9,168,166,コードレビュー
M031,2024,9,,174,
M032,2024,9,164,148,
M033,2024,9,161,166,
M034,2024,9,160,155,
M036,2024,9,178,184,
M037,2024,9,155,163,
M038,2024,9,,160,コードレビュー
M039,2024,9,163,158,
M040,2024,9,184,201,
M041,2024,9,172,161,
M042,2024,9,159,177,
M043,2024,9,173,159,
M044,2024,9,186,179,テスト作業
M045,2024,9,163,174,
M046,2024,9,174,181,
M047,2024,9,176,177,
M048,2024,9,155,145,
M049,2024,9,178,169,
M050,2024,9,155,168,
M051,2024,9,184,184,
M052,2024,9,157,169,
M053,2024,9,185,178,
M054,2024,9,167,177,
M055,2024,9,159,158,
M056,2024,9,157,149,プロジェクトA対応
M057,2024,9,161,182,
M058,2024,9,158,171,
M059,2024,9,177,194,
M060,2024,9,163,173,
M061,2024,9,170,162,
M062,2024,9,179,169,
M063,2024,9,166,163,
M064,2024,9,172,,
M065,2024,9,158,165,
M067,2024,9,169,180,
M068,2024,9,159,,
M069,2024,9,166,168,
M070,2024,9,179,181,
M071,2024,9,182,203,
M072,2024,9,173,163,
M073,2024,9,155,157,
M074,2024,9,185,170,
M075,2024,9,167,170,顧客打合せ
M076,2024,9,171,173,
M077,2024,9,158,159,
M078,2024,9,184,178,
M079,2024,9,177,195,
M080,2024,9,170,155,
M081,2024,9,166,154,
M082,2024,9,176,,
M083,2024,9,160,159,
M084,2024,9,167,184,
M085,2024,9,162,155,
M086,2024,9,161,171,
M087,2024,9,174,177,
M088,2024,9,176,163,
M089,2024,9,178,164,
M090,2024,9,177,188,
M091,2024,9,160,165,
M092,2024,9,167,151,
M093,2024,9,157,,
M094,2024,9,185,210,
M095,2024,9,169,154,
M096,2024,9,160,178,
M097,2024,9,169,174,
M098,2024,9,181,189,
M100,2024,9,187,177,
M101,2024,9,167,165,
M102,2024,9,166,150,
M103,2024,9,160,159,ドキュメント作成
M104,2024,9,180,177,テスト作業
M105,2024,9,180,186,
M106,2024,9,175,184,
M107,2024,9,186,176,
M108,2024,9,179,174,
M109,2024,9,167,181,
M110,2024,9,158,154,
M111,2024,9,170,161,
M112,2024,9,167,172,
M113,2024,9,188,181,
M114,2024,9,176,174,
M115,2024,9,188,202,
M116,2024,9,158,171,
M117,2024,9,172,187,
M118,2024,9,156,163,
M119,2024,9,188,,
M120,2024,9,176,190,
M121,2024,9,185,173,
M122,2024,9,180,178,
M123,2024,9,175,165,
M124,2024,9,165,172,
M125,2024,9,157,152,
M126,2024,9,176,171,
M127,2024,9,183,186,
M128,2024,9,163,168,
M129,2024,9,164,185,リリース対応
M130,2024,9,173,,
M131,2024,9,174,170,
M133,2024,9,168,182,ドキュメント作成
M134,2024,9,188,204,
M135,2024,9,162,164,
M136,2024,9,169,187,
M137,2024,9,172,184,
M138,2024,9,171,192,
M139,2024,9,161,164,
M140,2024,9,179,185,
M141,2024,9,173,194,
M142,2024,9,186,211,
M143,2024,9,185,170,
M144,2024,9,170,180,
M145,2024,9,184,177,
M146,2024,9,162,158,
M147,2024,9,161,156,
M148,2024,9,183,180,
M149,2024,9,158,159,テスト作業
M150,2024,9,165,187,
M151,2024,9,183,185,
M152,2024,9,164,,
M153,2024,9,181,200,
M154,2024,9,171,167,
M155,2024,9,155,144,
M156,2024,9,162,182,
M157,2024,9,180,195,
M158,2024,9,171,194,
M159,2024,9,174,168,
M160,2024,9,180,184,
M161,2024,9,165,181,
M162,2024,9,173,171,
M163,2024,9,174,165,
M164,2024,9,185,197,
M165,2024,9,169,161,
M166,2024,9,174,159,
M167,2024,9,168,180,
M168,2024,9,168,182,
M169,2024,9,159,153,
M170,2024,9,186,196,
M172,2024,9,188,198,
M173,2024,9,180,168,
M174,2024,9,157,147,
M175,2024,9,185,202,
M176,2024,9,168,156,
M177,2024,9,181,190,基本設計
M178,2024,9,176,196,
M179,2024,9,164,180,
M180,2024,9,175,167,
M181,2024,9,182,191,
M182,2024,9,181,201,
M183,2024,9,167,172,
M184,2024,9,157,171,
M185,2024,9,160,182,
M186,2024,9,172,188,
M187,2024,9,174,185,
M188,2024,9,168,173,
M189,2024,9,,180,基本設計
M190,2024,9,158,179,
M191,2024,9,184,173,
M192,2024,9,181,172,
M193,2024,9,176,,開発作業
M194,2024,9,170,164,
M195,2024,9,181,176,
M196,2024,9,177,171,顧客打合せ
M197,2024,9,158,150,
M198,2024,9,158,166,
M199,2024,9,164,161,
M200,2024,9,181,,
M001,2024,10,196,214,プロジェクトA対応
M002,2024,10,172,155,
M003,2024,10,,166,
M004,2024,10,186,202,
M005,2024,10,,191,
M006,2024,10,178,173,
M007,2024,10,192,208,
M008,2024,10,176,171,
M009,2024,10,165,188,
M010,2024,10,175,159,
M011,2024,10,179,183,
M012,2024,10,178,174,
M013,2024,10,195,185,
M014,2024,10,189,211,基本設計
M015,2024,10,167,188,
M016,2024,10,195,,
M017,2024,10,197,182,
M018,2024,10,179,172,
M019,2024,10,191,209,
M020,2024,10,176,160,要件定義作業
M021,2024,10,180,180,
M022,2024,10,180,178,
M023,2024,10,173,175,
M024,2024,10,196,204,
M025,2024,10,186,173,
M026,2024,10,171,166,
M027,2024,10,182,189,
M028,2024,10,197,216,
M029,2024,10,164,180,
M030,2024,10,182,203,
M031,2024,10,187,173,
M032,2024,10,183,174,
M033,2024,10,174,189,
M034,2024,10,164,161,
M036,2024,10,173,158,
M037,2024,10,178,172,
M038,2024,10,196,192,
M039,2024,10,179,193,
M040,2024,10,176,,
M041,2024,10,187,201,
M042,2024,10,171,178,
M043,2024,10,179,167,
M044,2024,10,179,181,
M045,2024,10,181,188,
M046,2024,10,193,213,
M047,2024,10,162,176,
M048,2024,10,181,166,
M049,2024,10,164,164,
M050,2024,10,163,152,
M051,2024,10,183,,
